id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,potencia_calc
L50104,L,300.8,309.7,1461.0,44.3,158,0,64722.299999999996
M17785,M,300.7,309.6,1388.0,51.1,160,0,70926.8
L50106,L,300.1,310.1,1504.0,40.1,163,0,60310.4
M17787,M,300.1,310.1,1504.0,40.1,165,0,60310.4
M17788,M,300.8,309.7,1258.0,54.9,168,0,69064.2
M17789,M,300.8,309.7,1482.0,39.0,171,0,57798.0
H32344,H,300.7,309.6,1403.0,51.3,174,0,71973.9
L50111,L,300.8,309.7,1373.0,45.4,179,0,62334.2
L50112,L,300.9,309.7,1460.0,42.1,181,0,61466.0
M17793,M,300.8,309.7,1751.0,27.9,183,0,48852.899999999994
M17794,M,300.8,309.6,1546.0,42.3,186,0,65395.799999999996
M17795,M,300.8,309.7,1680.0,28.2,189,0,47376.0
M17796,M,300.9,309.7,1394.0,48.8,192,0,68027.2
L50117,L,300.7,309.6,1810.0,26.0,195,0,47060.0
L50118,L,300.7,309.5,1479.0,34.5,197,0,51025.5
L50119,L,300.9,309.7,1431.0,41.4,199,0,59243.4
L50120,L,300.9,309.7,2355.0,14.4,201,0,33912.0
M17801,M,300.7,309.6,1996.0,19.8,203,1,39520.8
L50122,L,300.7,309.5,1461.0,49.9,0,0,72903.9
H32357,H,300.7,309.5,2007.0,19.7,2,0,39537.9
L50124,L,300.7,309.6,1505.0,34.9,7,0,52524.5
H32359,H,300.7,309.6,1925.0,20.5,9,0,39462.5
M17806,M,300.7,309.5,1622.0,30.5,14,0,49471.0
L50127,L,300.7,309.5,1592.0,29.0,17,0,46168.0
L50128,L,300.7,309.5,1850.0,24.5,19,0,45325.0
M17809,M,300.7,309.5,1470.0,48.7,21,0,71589.0
M17810,M,300.7,309.5,1445.0,46.4,24,0,67048.0
L50131,L,300.7,309.5,1685.0,31.1,27,0,52403.5
H32366,H,300.7,309.5,1667.0,30.5,29,0,50843.5
L50133,L,300.7,309.5,1578.0,35.4,34,0,55861.2
H32368,H,300.6,309.4,1691.0,28.0,36,0,47348.0
M17815,M,300.7,309.5,1439.0,43.8,41,0,63028.2
M17816,M,300.8,309.6,1404.0,38.7,44,0,54334.8
L50137,L,300.8,309.6,1498.0,45.8,47,0,68608.4
M17818,M,300.8,309.5,1481.0,44.5,49,0,65904.5
M17819,M,300.7,309.4,1589.0,35.0,52,0,55615.0
L50140,L,300.7,309.5,1467.0,44.3,55,0,64988.1
L50141,L,300.6,309.4,1654.0,32.8,57,0,54251.2
L50142,L,300.7,309.5,1508.0,39.9,59,0,60169.2
M17823,M,300.7,309.6,1439.0,43.0,61,0,61877.0
L50144,L,300.7,309.5,1692.0,30.3,64,0,51267.6
M17825,M,300.7,309.5,1838.0,24.9,66,0,45766.2
L50146,L,300.6,309.3,1601.0,40.2,69,0,64360.200000000004
L50147,L,300.6,309.4,1369.0,51.6,71,0,70640.40000000001
M17828,M,300.6,309.4,1312.0,45.2,73,0,59302.4
L50149,L,300.6,309.4,1468.0,44.1,76,0,64738.8
M17830,M,300.6,309.4,1452.0,39.4,78,0,57208.799999999996
M17831,M,300.7,309.5,1393.0,43.9,81,0,61152.7
M17832,M,300.6,309.4,1432.0,44.2,84,0,63294.4
M17833,M,300.6,309.3,1510.0,46.0,87,0,69460.0
M17834,M,300.6,309.4,1521.0,37.2,90,0,56581.200000000004
H32389,H,300.5,309.4,1360.0,46.2,93,0,62832.00000000001
M17836,M,300.5,309.3,1881.0,25.5,98,0,47965.5
L50157,L,300.4,309.3,1413.0,50.3,101,0,71073.9
H32392,H,300.5,309.4,1642.0,36.2,103,0,59440.4
L50159,L,300.5,309.5,1542.0,38.5,108,0,59367.0
L50160,L,300.4,309.5,1447.0,39.3,110,0,56867.1
H32395,H,300.4,309.4,1530.0,40.4,112,0,61812.0
L50162,L,300.5,309.5,1795.0,27.7,117,0,49721.5
L50163,L,300.6,309.6,1290.0,57.4,119,0,74046.0
L50164,L,300.6,309.7,1639.0,30.4,121,0,49825.6
L50165,L,300.7,309.8,1596.0,31.5,123,0,50274.0
L50166,L,300.6,309.8,1455.0,48.0,125,0,69840.0
M17847,M,300.6,309.8,1659.0,28.9,127,0,47945.1
M17848,M,300.6,309.8,1532.0,42.5,130,0,65110.0
L50169,L,300.6,309.8,1502.0,42.4,133,0,63684.799999999996
L50170,L,300.6,309.8,1688.0,28.6,135,0,48276.8
M17851,M,300.5,309.7,1341.0,50.9,137,0,68256.9
M17852,M,300.5,309.7,1685.0,29.4,140,0,49539.0
M17853,M,300.5,309.8,1370.0,55.9,143,0,76583.0
L50174,L,300.5,309.8,1461.0,52.5,146,0,76702.5
L50175,L,300.5,309.8,1550.0,37.4,148,0,57970.0
M17856,M,300.5,309.8,1508.0,37.8,150,0,57002.399999999994
L50177,L,300.5,309.8,1345.0,62.7,153,0,84331.5
L50178,L,300.5,309.7,1616.0,34.5,155,0,55752.0
L50179,L,300.5,309.7,1395.0,61.0,157,0,85095.0
H32414,H,300.5,309.8,1324.0,72.8,159,1,96387.2
L50181,L,300.5,309.8,1445.0,43.9,164,0,63435.5
M17862,M,300.5,309.8,1555.0,38.9,166,0,60489.5
M17863,M,300.6,309.9,1449.0,42.4,169,0,61437.6
M17864,M,300.5,309.9,1466.0,53.2,172,0,77991.2
L50185,L,300.5,309.9,1503.0,37.4,175,0,56212.2
L50186,L,300.1,310.1,1504.0,40.1,177,0,60310.4
L50187,L,300.1,310.1,1504.0,40.1,179,0,60310.4
M17868,M,300.4,309.7,1547.0,38.0,181,0,58786.0
M17869,M,300.4,309.7,1466.0,39.8,184,0,58346.799999999996
L50190,L,300.3,309.6,1537.0,37.1,187,0,57022.700000000004
M17871,M,300.2,309.5,1434.0,51.5,189,0,73851.0
L50192,L,300.4,309.6,1432.0,44.7,192,0,64010.4
L50193,L,300.5,309.6,1390.0,48.4,194,0,67276.0
L50194,L,300.5,309.7,1580.0,42.8,196,0,67624.0
L50195,L,300.1,310.1,1504.0,40.1,198,0,60310.4
L50196,L,300.5,309.8,1441.0,48.8,200,0,70320.8
L50197,L,300.5,309.8,1305.0,51.7,202,0,67468.5
M17878,M,300.5,309.8,1566.0,35.9,204,0,56219.399999999994
L50199,L,300.5,309.8,1379.0,54.2,207,1,74741.8
L50200,L,300.4,309.6,1543.0,38.1,209,0,58788.3
L50201,L,300.5,309.8,1421.0,49.6,211,0,70481.6
L50202,L,300.5,309.6,1760.0,30.6,213,0,53856.0
L50203,L,300.4,309.5,1711.0,29.2,215,0,49961.2
L50204,L,300.5,309.6,1465.0,41.6,217,0,60944.0
L50205,L,300.5,309.6,1366.0,50.2,219,0,68573.2
M17886,M,300.4,309.5,1888.0,21.9,221,0,41347.2
L50207,L,300.5,309.5,1777.0,23.6,0,0,41937.200000000004
L50208,L,300.5,309.5,1379.0,55.6,2,0,76672.40000000001
L50209,L,300.4,309.5,1525.0,51.3,4,0,78232.5
M17890,M,300.4,309.6,1563.0,34.0,6,0,53142.0
M17891,M,300.5,309.7,1389.0,43.3,9,0,60143.7
M17892,M,300.1,310.1,1504.0,40.1,12,0,60310.4
M17893,M,300.6,309.7,1934.0,22.8,15,0,44095.200000000004
H32448,H,300.6,309.7,1470.0,43.8,18,0,64385.99999999999
M17895,M,300.6,309.7,1428.0,42.6,23,0,60832.8
L50216,L,300.4,309.6,1319.0,48.1,26,0,63443.9
L50217,L,300.5,309.7,1887.0,24.3,28,0,45854.1
L50218,L,300.4,309.5,1349.0,50.4,30,0,67989.59999999999
M17899,M,300.1,310.1,1504.0,40.1,32,0,60310.4
L50220,L,300.3,309.5,1474.0,38.7,35,0,57043.8
L50221,L,300.4,309.5,1543.0,38.9,37,0,60022.7
M17902,M,300.2,309.4,1459.0,43.9,39,0,64050.1
L50223,L,300.3,309.5,1551.0,37.9,42,0,58782.899999999994
L50224,L,300.2,309.4,1981.0,21.4,44,0,42393.399999999994
L50225,L,300.2,309.4,1526.0,35.3,46,0,53867.799999999996
M17906,M,300.2,309.4,1501.0,40.0,48,0,60040.0
L50227,L,300.2,309.4,1558.0,38.3,51,0,59671.399999999994
L50228,L,300.2,309.3,1532.0,43.2,53,0,66182.40000000001
L50229,L,300.1,309.2,1326.0,55.9,55,0,74123.4
L50230,L,300.2,309.2,1431.0,51.3,57,0,73410.3
L50231,L,300.2,309.3,1366.0,49.3,59,0,67343.8
L50232,L,300.1,309.2,1421.0,42.5,61,0,60392.5
H32467,H,300.2,309.3,1506.0,35.6,63,0,53613.6
H32468,H,300.2,309.3,1342.0,48.7,68,0,65355.4
L50235,L,300.1,309.2,1427.0,37.6,73,0,53655.200000000004
L50236,L,300.2,309.2,1667.0,29.9,75,0,49843.299999999996
L50237,L,300.1,309.1,1400.0,46.7,77,0,65380.00000000001
L50238,L,300.0,309.0,1709.0,32.1,79,0,54858.9
M17919,M,300.0,309.0,1368.0,45.8,81,0,62654.399999999994
L50240,L,300.0,309.1,1882.0,23.8,84,0,44791.6
L50241,L,300.1,309.1,1353.0,58.7,86,0,79421.1
L50242,L,299.9,309.0,1553.0,40.0,88,0,62120.0
L50243,L,300.0,309.1,1431.0,45.4,90,0,64967.4
M17924,M,300.1,309.1,1731.0,30.4,92,0,52622.399999999994
M17925,M,300.1,309.2,1687.0,27.7,95,0,46729.9
M17926,M,300.1,309.2,1457.0,44.3,98,0,64545.1
L50247,L,300.1,309.2,1533.0,37.0,101,0,56721.0
H32482,H,300.0,309.0,1622.0,31.8,103,0,51579.6
L50249,L,300.0,309.1,1791.0,28.2,108,0,50506.2
L50250,L,300.1,310.1,1504.0,40.1,110,0,60310.4
L50251,L,300.0,309.0,2174.0,16.9,112,0,36740.6
L50252,L,300.1,309.0,1314.0,58.2,114,0,76474.8
L50253,L,300.1,309.1,1478.0,46.9,116,0,69318.2
L50254,L,300.1,309.2,1783.0,27.3,118,0,48675.9
M17935,M,300.1,309.2,1385.0,46.1,120,0,63848.5
L50256,L,300.0,309.2,1444.0,43.6,123,0,62958.4
L50257,L,300.1,309.3,1841.0,23.0,125,0,42343.0
M17938,M,300.1,309.4,1349.0,56.2,127,0,75813.8
L50259,L,300.1,310.1,1504.0,40.1,130,0,60310.4
M17940,M,299.9,309.2,1539.0,43.2,132,0,66484.8
M17941,M,300.0,309.3,1932.0,21.8,135,0,42117.6
M17942,M,300.0,309.3,1407.0,43.9,138,0,61767.299999999996
L50263,L,300.1,309.3,1712.0,28.5,141,0,48792.0
H32498,H,300.1,309.4,1329.0,55.2,143,0,73360.8
L50265,L,300.1,309.2,1441.0,42.9,148,0,61818.9
L50266,L,300.0,309.2,1610.0,32.1,150,0,51681.0
M17947,M,300.0,309.1,1474.0,45.2,152,0,66624.8
M17948,M,300.0,309.1,1624.0,30.8,155,0,50019.200000000004
H32503,H,300.1,309.3,1520.0,38.2,158,0,58064.00000000001
H32504,H,300.1,309.3,1448.0,45.8,163,0,66318.4
L50271,L,300.0,309.3,1558.0,29.7,168,0,46272.6
M17952,M,300.0,309.3,2293.0,16.3,170,0,37375.9
L50273,L,300.0,309.3,1397.0,51.2,173,0,71526.40000000001
L50274,L,300.0,309.3,1972.0,22.0,175,0,43384.0
M17955,M,300.1,310.1,1504.0,40.1,177,0,60310.4
L50276,L,299.9,309.2,1560.0,38.9,180,0,60684.0
M17957,M,299.9,309.2,1353.0,49.8,182,0,67379.4
M17958,M,299.9,309.2,1389.0,51.2,185,0,71116.8
M17959,M,299.9,309.1,1513.0,43.8,188,0,66269.4
L50280,L,300.1,310.1,1504.0,40.1,191,0,60310.4
H32515,H,299.8,309.0,1467.0,37.3,193,0,54719.1
L50282,L,299.9,309.1,1412.0,48.3,198,0,68199.59999999999
L50283,L,299.8,309.1,1668.0,30.3,200,0,50540.4
M17964,M,299.8,309.2,1678.0,29.8,202,0,50004.4
L50285,L,299.8,309.1,1612.0,35.4,205,0,57064.799999999996
L50286,L,299.8,309.1,1485.0,39.9,207,0,59251.5
M17967,M,299.8,309.1,1456.0,39.4,209,0,57366.4
L50288,L,299.8,309.2,1504.0,38.7,212,0,58204.8
L50289,L,299.9,309.2,1491.0,44.3,214,0,66051.3
H32524,H,299.9,309.2,1525.0,33.2,0,0,50630.00000000001
L50291,L,300.0,309.2,1759.0,27.9,5,0,49076.1
M17972,M,299.8,309.1,1355.0,56.7,7,0,76828.5
M17973,M,299.9,309.1,1345.0,56.8,10,0,76396.0
M17974,M,299.9,309.2,1683.0,30.5,13,0,51331.5
L50295,L,299.9,309.2,1658.0,34.8,16,0,57698.399999999994
L50296,L,300.0,309.2,1566.0,34.4,18,0,53870.399999999994
M17977,M,300.1,309.3,1469.0,43.9,20,0,64489.1
M17978,M,300.2,309.5,1458.0,46.9,23,0,68380.2
L50299,L,300.1,309.4,1858.0,23.6,26,0,43848.8
H32534,H,300.1,309.4,1563.0,40.8,28,0,63770.399999999994
L50301,L,300.1,309.4,2141.0,17.9,33,0,38323.899999999994
L50302,L,300.1,310.1,1504.0,40.1,35,0,60310.4
H32537,H,300.0,309.4,1498.0,38.5,37,0,57673.0
L50304,L,300.1,309.4,1568.0,39.7,42,0,62249.600000000006
L50305,L,300.1,309.4,1694.0,27.4,44,0,46415.6
L50306,L,300.0,309.4,1499.0,35.7,46,0,53514.3
L50307,L,300.0,309.5,1717.0,28.3,48,0,48591.1
M17988,M,300.1,309.5,1462.0,42.8,50,0,62573.6
L50309,L,300.1,309.6,1642.0,34.5,53,0,56649.0
L50310,L,300.1,309.6,1760.0,25.4,55,0,44704.0
L50311,L,300.1,309.5,1660.0,32.7,57,0,54282.00000000001
L50312,L,300.1,309.5,1557.0,40.6,59,0,63214.200000000004
H32547,H,300.2,309.6,1442.0,49.2,61,0,70946.40000000001
L50314,L,300.2,309.6,1359.0,51.5,66,0,69988.5
L50315,L,300.4,309.8,1342.0,52.5,68,0,70455.0
L50316,L,300.4,309.9,1435.0,54.8,70,0,78638.0
L50317,L,300.4,309.9,1567.0,36.5,72,0,57195.5
L50318,L,300.4,309.9,1376.0,43.5,74,0,59856.0
H32553,H,300.4,309.9,1513.0,38.7,76,0,58553.100000000006
H32554,H,300.4,309.9,2563.0,12.8,81,1,32806.4
L50321,L,300.5,310.0,1521.0,45.1,86,0,68597.1
L50322,L,300.6,310.0,1658.0,34.7,88,0,57532.600000000006
H32557,H,300.6,310.0,1419.0,42.4,90,0,60165.6
M18004,M,300.6,310.0,1478.0,36.3,95,0,53651.399999999994
M18005,M,300.1,310.1,1504.0,40.1,98,0,60310.4
M18006,M,300.5,309.9,1780.0,26.5,101,0,47170.0
M18007,M,300.4,309.7,1440.0,42.8,104,0,61631.99999999999
H32562,H,300.4,309.8,1448.0,39.7,107,0,57485.600000000006
H32563,H,300.4,309.7,1500.0,35.2,112,0,52800.00000000001
L50330,L,300.4,309.8,1513.0,32.9,117,0,49777.7
L50331,L,300.5,309.8,1428.0,43.8,119,0,62546.399999999994
M18012,M,300.5,309.8,1473.0,42.3,121,0,62307.899999999994
M18013,M,300.5,309.9,1483.0,49.3,124,0,73111.9
L50334,L,300.1,310.1,1504.0,40.1,127,0,60310.4
L50335,L,300.5,309.8,1367.0,54.0,129,0,73818.0
L50336,L,300.4,309.7,1467.0,36.9,131,0,54132.299999999996
M18017,M,300.4,309.7,1488.0,42.2,133,0,62793.600000000006
L50338,L,300.4,309.7,1679.0,30.1,136,0,50537.9
H32573,H,300.4,309.8,1409.0,47.5,138,0,66927.5
M18020,M,300.1,310.1,1504.0,40.1,143,0,60310.4
L50341,L,300.4,309.8,1314.0,63.1,146,0,82913.40000000001
L50342,L,300.5,309.9,1480.0,40.0,148,0,59200.0
L50343,L,300.4,309.8,1549.0,38.9,150,0,60256.1
L50344,L,300.4,309.7,1685.0,31.3,152,0,52740.5
L50345,L,300.4,309.6,1536.0,34.5,154,0,52992.0
M18026,M,300.4,309.7,1539.0,37.7,156,0,58020.3
L50347,L,300.4,309.7,1384.0,45.1,159,0,62418.4
M18028,M,300.4,309.6,1614.0,30.3,161,0,48904.200000000004
M18029,M,300.4,309.6,1675.0,35.5,164,0,59462.5
M18030,M,300.4,309.7,1685.0,32.3,167,0,54425.49999999999
L50351,L,300.4,309.6,1386.0,56.9,170,0,78863.4
M18032,M,300.3,309.6,1488.0,41.3,172,0,61454.399999999994
L50353,L,300.3,309.6,1624.0,32.6,175,0,52942.4
L50354,L,300.3,309.6,1600.0,34.6,177,0,55360.0
L50355,L,300.3,309.6,1468.0,44.7,179,0,65619.6
L50356,L,300.3,309.6,1435.0,45.4,181,0,65149.0
M18037,M,300.2,309.5,1564.0,33.4,183,0,52237.6
M18038,M,300.2,309.4,1329.0,53.6,186,0,71234.40000000001
L50359,L,300.1,309.3,1570.0,36.8,189,0,57775.99999999999
M18040,M,300.2,309.4,1433.0,48.8,191,0,69930.4
L50361,L,300.2,309.4,1527.0,37.0,194,0,56499.0
M18042,M,300.1,309.3,1443.0,50.3,196,0,72582.9
L50363,L,300.1,309.3,1616.0,32.0,199,0,51712.0
L50364,L,300.1,309.3,1654.0,31.0,201,0,51274.0
L50365,L,300.1,309.3,1685.0,27.1,203,0,45663.5
M18046,M,300.2,309.4,1456.0,48.8,205,0,71052.8
M18047,M,300.2,309.4,1752.0,27.8,208,0,48705.6
M18048,M,300.1,309.2,1438.0,51.0,211,0,73338.0
L50369,L,300.1,309.1,1551.0,33.7,214,0,52268.700000000004
L50370,L,300.1,309.2,1599.0,30.1,216,0,48129.9
M18051,M,300.1,309.2,1732.0,33.7,218,0,58368.4
M18052,M,300.1,309.2,1418.0,39.8,221,0,56436.399999999994
L50373,L,300.0,309.1,1401.0,44.5,0,0,62344.5
L50374,L,300.0,309.0,1454.0,51.7,2,0,75171.8
M18055,M,300.0,309.2,1635.0,32.4,4,0,52974.0
L50376,L,300.0,309.1,1489.0,40.3,7,0,60006.7
L50377,L,300.0,309.1,1465.0,40.6,9,0,59479.0
M18058,M,300.0,309.1,1463.0,45.7,11,0,66859.1
H32613,H,300.1,309.1,1560.0,35.4,14,0,55224.0
M18060,M,300.1,309.2,1454.0,44.4,19,0,64557.6
L50381,L,300.2,309.1,1479.0,47.0,22,0,69513.0
L50382,L,300.2,309.2,1430.0,43.4,24,0,62062.0
M18063,M,300.1,309.1,1533.0,38.0,26,0,58254.0
L50384,L,300.1,309.0,1404.0,54.8,29,0,76939.2
M18065,M,300.1,308.9,1548.0,38.4,31,0,59443.2
M18066,M,300.1,309.0,1612.0,33.0,34,0,53196.0
M18067,M,300.2,309.0,1642.0,31.2,37,0,51230.4
M18068,M,300.2,309.1,1406.0,42.2,40,0,59333.200000000004
L50389,L,300.3,309.2,1587.0,31.4,43,0,49831.799999999996
M18070,M,300.3,309.2,1364.0,47.6,45,0,64926.4
L50391,L,300.3,309.2,1462.0,51.4,48,0,75146.8
L50392,L,300.3,309.2,1649.0,32.4,50,0,53427.6
L50393,L,300.4,309.2,1752.0,29.0,52,0,50808.0
H32628,H,300.4,309.3,1396.0,51.2,54,0,71475.2
M18075,M,300.5,309.4,2179.0,16.3,59,0,35517.700000000004
L50396,L,300.5,309.5,1653.0,27.6,62,0,45622.8
L50397,L,300.6,309.5,2025.0,21.4,64,0,43335.0
L50398,L,300.6,309.6,1426.0,53.6,66,0,76433.6
M18079,M,300.6,309.6,1503.0,38.4,68,0,57715.2
M18080,M,300.7,309.6,1525.0,36.5,71,0,55662.5
L50401,L,300.6,309.6,1423.0,49.1,74,0,69869.3
M18082,M,300.7,309.7,1435.0,44.7,76,0,64144.50000000001
H32637,H,300.6,309.5,1495.0,36.5,79,0,54567.5
M18084,M,300.6,309.5,1557.0,33.8,84,0,52626.6
L50405,L,300.6,309.4,1474.0,40.7,87,0,59991.8
L50406,L,300.5,309.3,1465.0,46.0,89,0,67390.0
M18087,M,300.5,309.3,1589.0,34.9,91,0,55456.1
L50408,L,300.5,309.3,1475.0,46.8,94,0,69030.0
L50409,L,300.6,309.4,1442.0,43.2,96,0,62294.4
L50410,L,300.6,309.4,1556.0,36.0,98,0,56016.0
L50411,L,300.1,310.1,1504.0,40.1,100,0,60310.4
L50412,L,300.7,309.3,1580.0,38.3,102,0,60513.99999999999
H32647,H,300.8,309.4,1474.0,40.7,104,0,59991.8
L50414,L,300.8,309.4,1489.0,38.4,109,0,57177.6
L50415,L,300.8,309.4,1946.0,20.5,111,0,39893.0
M18096,M,300.8,309.4,1342.0,62.4,113,1,83740.8
M18097,M,300.9,309.5,1758.0,26.8,116,0,47114.4
M18098,M,300.1,310.1,1504.0,40.1,119,0,60310.4
L50419,L,301.0,309.5,1430.0,48.5,122,0,69355.0
L50420,L,300.9,309.5,1612.0,35.2,124,0,56742.4
H32655,H,300.9,309.5,1469.0,43.4,126,0,63754.6
L50422,L,300.9,309.6,1384.0,42.4,131,0,58681.6
L50423,L,301.0,309.6,1724.0,28.1,133,0,48444.4
M18104,M,301.0,309.6,1397.0,48.0,135,0,67056.0
M18105,M,301.0,309.6,1588.0,32.7,138,0,51927.600000000006
L50426,L,301.0,309.7,1468.0,42.0,141,0,61656.0
M18107,M,301.0,309.8,1594.0,31.1,143,0,49573.4
M18108,M,301.0,309.7,1511.0,39.3,146,0,59382.299999999996
L50429,L,301.1,309.8,1493.0,38.9,149,0,58077.7
H32664,H,301.2,309.8,1709.0,27.0,151,0,46143.0
L50431,L,301.1,309.6,1501.0,36.1,156,0,54186.1
L50432,L,301.1,309.7,1668.0,30.8,158,0,51374.4
L50433,L,301.1,309.6,1502.0,48.9,160,0,73447.8
M18114,M,301.0,309.7,1288.0,58.4,162,0,75219.2
L50435,L,301.0,309.7,1491.0,42.9,165,0,63963.9
L50436,L,301.1,309.8,1519.0,39.6,167,0,60152.4
L50437,L,301.2,309.9,1984.0,19.7,169,0,39084.799999999996
L50438,L,301.2,309.9,1643.0,32.9,171,0,54054.7
M18119,M,301.2,310.0,1625.0,31.6,173,0,51350.0
M18120,M,301.3,310.0,2068.0,17.8,176,0,36810.4
H32675,H,301.3,310.1,1469.0,39.7,179,0,58319.3
L50442,L,301.3,310.1,1558.0,36.3,184,0,56555.399999999994
L50443,L,301.3,310.0,1344.0,54.8,186,0,73651.2
H32678,H,301.3,310.1,1455.0,44.1,188,0,64165.5
L50445,L,301.3,310.1,1355.0,53.6,193,0,72628.0
L50446,L,301.3,310.1,1269.0,56.8,195,1,72079.2
L50447,L,301.3,310.0,1550.0,41.5,197,0,64325.0
M18128,M,301.3,310.1,1525.0,37.8,199,0,57644.99999999999
M18129,M,301.3,310.0,1696.0,32.4,202,0,54950.399999999994
L50450,L,301.4,310.1,1937.0,21.8,205,0,42226.6
M18131,M,301.4,310.0,1689.0,32.1,207,0,54216.9
M18132,M,301.3,310.0,1593.0,30.8,210,0,49064.4
M18133,M,301.3,309.9,1565.0,36.0,213,0,56340.0
L50454,L,301.3,310.0,1665.0,31.4,0,0,52281.0
H32689,H,301.3,310.0,1532.0,36.3,2,0,55611.6
L50456,L,301.3,310.0,1438.0,40.9,7,0,58814.2
L50457,L,301.3,310.1,1531.0,41.6,9,0,63689.6
L50458,L,301.3,310.0,1506.0,40.8,11,0,61444.799999999996
L50459,L,301.2,309.9,1382.0,52.4,13,0,72416.8
M18140,M,301.2,309.9,1456.0,50.8,15,0,73964.8
M18141,M,301.2,310.0,1445.0,45.6,18,0,65892.0
L50462,L,301.2,309.9,1515.0,40.9,21,0,61963.5
L50463,L,301.2,309.9,1449.0,45.5,23,0,65929.5
H32698,H,301.2,309.9,1362.0,50.7,25,0,69053.40000000001
L50465,L,301.2,309.9,1687.0,29.7,30,0,50103.9
L50466,L,301.2,310.0,1618.0,37.6,32,0,60836.8
M18147,M,301.2,310.1,1558.0,32.6,34,0,50790.8
L50468,L,301.3,310.1,1662.0,31.0,37,0,51522.0
M18149,M,301.2,310.1,1295.0,56.6,39,0,73297.0
L50470,L,301.2,310.2,1385.0,42.3,42,0,58585.49999999999
M18151,M,301.2,310.1,1479.0,45.5,44,0,67294.5
L50472,L,301.3,310.3,1400.0,44.3,47,0,62019.99999999999
M18153,M,301.2,310.3,1357.0,54.5,49,0,73956.5
L50474,L,301.1,310.2,1657.0,34.1,52,0,56503.700000000004
L50475,L,301.1,310.2,1496.0,43.4,54,0,64926.4
M18156,M,301.2,310.3,1379.0,43.2,56,0,59572.8
L50477,L,301.2,310.3,1548.0,38.6,59,0,59752.8
L50478,L,301.2,310.3,1499.0,38.1,61,0,57111.9
L50479,L,301.3,310.5,1390.0,45.8,63,0,63661.99999999999
H32714,H,301.3,310.4,1538.0,38.4,65,0,59059.2
L50481,L,301.3,310.5,1365.0,47.7,70,0,65110.50000000001
L50482,L,301.3,310.5,1503.0,48.6,72,0,73045.8
L50483,L,301.2,310.4,1390.0,49.9,74,0,69361.0
L50484,L,301.2,310.3,1497.0,45.7,76,0,68412.90000000001
M18165,M,300.1,310.1,1504.0,40.1,78,0,60310.4
L50486,L,301.4,310.5,1432.0,54.3,81,0,77757.59999999999
M18167,M,301.4,310.5,1563.0,39.9,83,0,62363.7
L50488,L,301.4,310.4,1433.0,43.4,86,0,62192.2
L50489,L,301.3,310.4,1384.0,50.1,88,0,69338.40000000001
L50490,L,301.3,310.4,1346.0,46.7,90,0,62858.200000000004
L50491,L,301.3,310.4,1459.0,44.7,92,0,65217.3
L50492,L,300.1,310.1,1504.0,40.1,94,0,60310.4
L50493,L,301.4,310.4,1737.0,31.9,96,0,55410.299999999996
L50494,L,301.4,310.5,1489.0,43.5,98,0,64771.5
M18175,M,301.5,310.6,1492.0,43.0,100,0,64156.0
M18176,M,301.4,310.5,1217.0,60.6,103,0,73750.2
L50497,L,301.5,310.5,1636.0,28.7,106,0,46953.2
L50498,L,301.4,310.4,1436.0,49.7,108,0,71369.2
L50499,L,301.4,310.4,1689.0,30.6,110,0,51683.4
L50500,L,301.5,310.5,2289.0,16.4,112,0,37539.6
L50501,L,301.5,310.6,1522.0,41.0,114,0,62402.0
L50502,L,301.5,310.5,1351.0,52.9,116,0,71467.9
L50503,L,301.5,310.5,1589.0,36.7,118,0,58316.3
L50504,L,301.5,310.6,1578.0,34.1,120,0,53809.8
L50505,L,301.5,310.6,1587.0,33.7,122,0,53481.9
L50506,L,301.5,310.6,1962.0,20.2,124,0,39632.4
M18187,M,301.5,310.6,2432.0,14.2,126,0,34534.4
L50508,L,301.6,310.6,1418.0,43.9,129,0,62250.2
L50509,L,301.6,310.7,1683.0,29.7,131,0,49985.1
L50510,L,301.7,310.8,1385.0,50.7,133,0,70219.5
L50511,L,301.7,310.8,1559.0,44.5,135,0,69375.5
M18192,M,301.7,310.8,1671.0,31.6,137,0,52803.600000000006
M18193,M,301.6,310.8,1343.0,49.5,140,0,66478.5
M18194,M,301.6,310.8,1548.0,34.2,143,0,52941.600000000006
L50515,L,301.7,310.9,1705.0,31.2,146,0,53196.0
L50516,L,301.6,310.8,1535.0,35.4,148,0,54339.0
L50517,L,300.1,310.1,1504.0,40.1,150,0,60310.4
M18198,M,301.6,310.9,1510.0,40.9,152,0,61759.0
L50519,L,301.6,310.9,1492.0,45.2,155,0,67438.40000000001
M18200,M,301.5,310.8,1452.0,44.1,157,0,64033.200000000004
H32755,H,301.4,310.7,1329.0,52.0,160,0,69108.0
L50522,L,301.5,310.8,1382.0,52.4,165,0,72416.8
M18203,M,301.5,310.8,1628.0,36.4,167,0,59259.2
L50524,L,301.4,310.7,1706.0,27.9,170,0,47597.399999999994
L50525,L,301.3,310.7,1594.0,34.1,172,0,54355.4
L50526,L,301.3,310.7,1761.0,24.3,174,0,42792.3
L50527,L,301.3,310.6,1529.0,41.8,176,0,63912.2
M18208,M,301.3,310.7,1532.0,40.7,178,0,62352.4
L50529,L,301.4,310.7,1673.0,27.8,181,0,46509.4
